gram,counts
spread covid 19,5273
covid 19 cases,3890
wear face mask,3580
wearing face mask,2815
please wear mask,2441
mask covid 19,2382
wear mask public,2312
covid 19 mask,1741
wear damn mask,1648
positive covid 19,1565
mask wash hands,1533
prevent covid 19,1518
face mask use,1480
wear mask wash,1409
covid 19 pandemic,1399
mask social distance,1395
mask social distancing,1314
wear mask social,1287
get covid 19,1274
covid 19 wear,1272
covid 19 still,1179
practice social distancing,1152
people wear mask,1128
wear mask covid,1094
covid 19 wave,1085
refuse wear mask,1083
covid 19 second,1081
wear fucking mask,1064
wear mask protect,1060
widespread mask wearing,1039
mask wearing could,1035
wearing mask public,1018
wear mask stay,1015
covid 19 virus,1012
wearing could prevent,1011
mask face covering,1008
prevent spread covid,1002
19 wear mask,942
could prevent covid,941
mask use could,937
19 second waves,936
second waves study,914
stop spread covid,879
fight covid 19,857
refused wear mask,840
need wear mask,814
covid 19 wearing,814
cases covid 19,808
want wear mask,803
tested positive covid,800
protect covid 19,771
use could crush,768
100 face mask,766
could crush second,763
slow spread covid,760
crush second third,760
refusing wear mask,759
face mask public,750
covid 19 spread,749
getting covid 19,741
second third covid,735
third covid 19,735
study 100 face,715
due covid 19,714
new covid 19,699
covid 19 real,686
wear mask amp,677
people wear masks,676
wear mask keep,667
mask protect others,661
spreading covid 19,648
social distancing mask,645
covid 19 test,631
everyone wear mask,625
19 wearing mask,616
wear mask face,609
covid19 covid coronavirus,607
coronavirus trump biden,606
trump biden pandemic,605
wo wear mask,605
stop covid 19,603
wear mask go,602
help stop spread,601
covid 19 hoax,599
home wear mask,599
wear mask practice,597
virus hotspot mask,596
wearing mask social,593
mask stay home,591
people wearing mask,590
wear mask coronavirus,590
mask house floor,589
died covid 19,584
stay home wear,579
coronavirus refused wear,568
mask practice social,564
refuses wear mask,562
distance wear mask,562
covid coronavirus trump,556
covid 19 transmission,536
hands wear mask,531
wash hands wear,518
national mask mandate,512
social distancing wearing,507
help prevent spread,503
covid 19 please,498
coronavirus wear mask,498
distancing wearing mask,495
wear mask get,494
forget wear mask,493
caught covid 19,486
pandemic socialdistancing virus,485
biden pandemic socialdistancing,485
socialdistancing virus hotspot,485
safe wear mask,468
wear face masks,465
prevent spread coronavirus,460
protection covid 19,457
distance wash hands,456
wear mask floor,456
covid 19 patients,455
mask floor house,455
real men wear,454
must wear mask,454
catch covid 19,452
men wear masks,448
always wear mask,446
announces family caught,445
reduce spread covid,445
mandatory mask order,444
floor house announces,444
house announces family,442
people wearing masks,441
family caught covid,441
wear mask wear,440
republican wear mask,435
coronavirus task force,434
wear masks public,434
covid19 coronavirus socialdistancing,429
gov greg abbott,429
testing vaccine mask,414
biden testing vaccine,414
trump biden testing,414
vaccine mask pandemic,414
new mask rule,413
new coronavirus cases,411
mask prevent spread,409
infected covid 19,405
wearing mask protect,404
covid 19 deaths,404
social distance wear,403
people covid 19,399
wearing face masks,399
help slow spread,395
think covid 19,393
erupt meeting new,391
meeting new mask,390
distancing mask wearing,387
residents erupt meeting,386
stop spread coronavirus,385
coronavirus mask order,381
one wearing mask,378
wear mask please,375
maintain social distancing,373
wear mask people,371
angry residents erupt,369
cloth face mask,367
die covid 19,366
people refuse wear,362
catching covid 19,362
covid 19 would,360
covid 19 people,359
would wear mask,358
wearing mask covid,357
mask wear mask,355
flattenthecurve trump biden,354
socialdistancing flattenthecurve trump,354
coronavirus socialdistancing flattenthecurve,354
think wearing mask,347
19 wave via,347
contracting covid 19,347
wear mask stop,346
like wearing mask,342
like covid 19,341
deaths covid 19,340
still wear mask,340
wave via sfgate,338
use face mask,333
face mask gives,329
covid 19 amp,327
required wear mask,325
kind face mask,323
wear mask help,320
gold face mask,320
amp wear mask,318
covid 19 going,318
others wear mask,317
social distancing wear,315
face mask coronavirus,314
others covid 19,313
gives best protection,313
covid 19 care,309
distancing wear mask,309
wear mask capitol,308
mask gives best,307
wearing mask help,306
know covid 19,305
face masks public,305
contract covid 19,305
tests positive coronavirus,304
second covid 19,303
safe 6ft amp,302
6ft amp mask,302
covid 19 face,301
covid 19 infections,300
covid 19 numbers,300
refused wear face,299
trump wear mask,299
coronavirus cases spike,297
everyone wears mask,297
preventing spread covid,296
congressman coronavirus refused,296
coronavirus cases surge,296
republican congressman coronavirus,295
face mask order,294
got covid 19,294
social distance wash,293
face mask mandate,291
statewide mask order,290
risk covid 19,287
statewide mask mandate,285
without wearing mask,284
wearing mask prevent,279
transmission covid 19,279
better wearing helmet,279
would better wearing,278
mandatory mask wearing,277
walk around mask,276
mask capitol business,276
capitol business insider,275
faces would better,274
mask faces would,274
around mask faces,273
mask public places,269
face mask house,266
mask keep distance,266
wear mask even,264
visualization shows exactly,264
remember wear mask,264
covid 19 like,263
person wearing mask,263
wear mask save,262
mask covid19 coronavirus,262
announced coronavirus refused,260
coronavirus face mask,260
house floor weeks,257
help reduce spread,257
covid 19 coronavirus,256
wear mask house,255
floor weeks ago,254
covid 19 infection,254
covid 19 spreading,253
believe covid 19,253
social distancing wash,252
wearing mask coronavirus,252
dying covid 19,252
wearing mask political,251
spike covid 19,251
distancing wash hands,250
congressman announced coronavirus,248
masks covid 19,248
covid 19 even,248
mandatory face mask,247
coronavirus wearing mask,247
mask protect covid,246
says wear mask,245
wear mask like,244
wear mask prevent,243
guidance changed much,243
something falling head,242
risk something falling,242
falling head greater,241
masks stop covid,241
head greater getting,239
greater getting serious,239
republican congressman announced,239
getting serious case,239
face mask study,238
mask wearing social,237
mask washing hands,237
face masks stop,237
practicing social distancing,235
go wear mask,234
wash hands often,233
exactly face masks,231
wear mask want,231
shows exactly face,229
anti mask crusade,229
wear face covering,228
crusade coming back,228
wearing mask amp,228
mask crusade coming,228
best protection covid,227
halt spread coronavirus,227
covid 19 testing,227
tested positive coronavirus,225
required masks fewer,224
country required masks,224
wash hands frequently,224
trump anti mask,224
faster country required,224
math national mask,222
masks fewer coronavirus,221
spread coronavirus would,221
fewer coronavirus deaths,221
face mask protect,220
even wear mask,219
wearing mask helps,218
stay safe wear,218
covid 19 also,217
president jair bolsonaro,217
coming back bite,217
wearing masks protect,216
like lone ranger,214
wearing mask said,214
vp dick cheney,213
wire filter pocket,213
nose wire filter,213
covid 19 outbreak,212
know wearing mask,212
picture vp wearing,211
store real men,211
said real men,211
daughter posted picture,211
mask said real,211
check store real,211
masks check store,211
former republican vp,211
republican vp dick,211
transmission wearing face,211
cheney daughter posted,211
wear masks check,211
wear masks realmenwearmasks,211
masks realmenwearmasks coronavirus,211
posted picture vp,211
dick cheney daughter,211
reduce coronavirus transmission,211
realmenwearmasks coronavirus covid19,211
vp wearing mask,211
maintain social distance,210
wearing social distancing,210
sachs done math,209
mandate halt spread,207
goldman sachs done,206
safe covid 19,206
mask mandate halt,206
done math national,206
best way reduce,205
mask stop spread,205
social distancing amp,205
covid 19 one,205
face mask face,204
slow spread coronavirus,204
wear mask re,203
way reduce coronavirus,202
covid 19 positive,202
coronavirus covid19 trumpsgraveyard,201
much wearing masks,201
changed much wearing,201
wearing mask protects,201
coronavirus transmission wearing,201
masks protect economy,201
everyone wearing mask,200
face mask requirement,200
mask exemption cards,198
may never happen,198
take covid 19,196
covid 19 could,196
never happen mask,195
coronavirus would big,195
happen mask wearing,195
wave may never,195
texas governor issues,194
wash hands stay,194
mask protect coronavirus,194
would big impact,194
changes tune says,193
bbc news coronavirus,193
covid 19 seriously,193
mask study finds,193
trump tulsa rally,192
tune says second,192
mask wearing symbolic,192
without face mask,192
says second covid,191
19 wave may,191
congressman tom rice,191
case covid 19,190
hospital covid 19,189
coronavirus deaths study,189
safely wear mask,189
fauci changes tune,189
19 cases rise,188
19 face mask,188
wearing mask washing,187
mask wearing mandatory,187
keep wearing mask,186
still wearing mask,185
new cases covid,183
mask maintain social,182
tested covid 19,181
indian man wears,181
coronavirus covid 19,180
elastic ear loops,180
wear mask maintain,180
black lives matter,179
amid coronavirus pandemic,179
mask guidance changed,179
face mask guidance,179
article amp reuters,176
us covid 19,176
republican congressman tom,175
amid covid 19,175
wearing mask outside,174
increase covid 19,173
right wear mask,173
save 33 000,173
man wears gold,173
put damn mask,172
180 000 deaths,170
face mask exemption,170
wear mask covid19,170
us wear mask,170
sure wear mask,169
big impact economy,169
help fight covid,169
come get mask,167
20 proceeds donated,167
print mug etc,167
stickers online shop,167
prints stickers online,167
proceeds donated help,167
several different mask,167
covid 19 community,167
shop come get,167
get mask print,167
online shop come,167
mask designs prints,167
etc 20 proceeds,167
mask print mug,167
mug etc 20,167
designs prints stickers,167
added several different,167
different mask designs,167
donated help fight,167
mask socially distance,166
asked wear mask,166
mask amp social,165
palm beach county,165
wear mask avoid,165
face mask ward,165
susceptible covid 19,165
mask coronavirus covid19,164
connected face mask,164
ca wear mask,164
pushing swab way,163
pleasant instead breathe,163
000 deaths covid,163
instead breathe safely,163
covid 19 know,163
particularly pleasant instead,163
19 test involves,163
breathe safely wear,163
involves pushing swab,163
nose particularly pleasant,163
mask decision haunt,163
way nose particularly,163
swab way nose,163
test involves pushing,163
covid 19 october,161
order save 33,161
october mask order,161
weeks refused wear,161
number covid 19,161
mask order save,161
lung covid 19,160
mask wearing says,160
decision haunt trump,159
haunt trump reelection,159
mask ward coronavirus,159
19 october mask,159
care love ones,158
waiver safe 6ft,158
love ones health,158
health life go,158
coronavirus two weeks,158
trump asking sign,158
rally large gatherings,158
asking sign waiver,158
issues statewide mask,158
sign waiver safe,158
two weeks refused,158
go maga rally,158
life go maga,158
19 care love,158
large gatherings think,158
think trump asking,158
ones health life,158
trump reelection bid,158
maga rally large,158
gatherings think trump,158
wear mask take,158
say wear mask,157
wearing mask face,157
person to person,156
american airlines passenger,156
resistance mask wearing,156
non medical mask,156
mask tests positive,156
wear mask socially,155
found wearing face,155
self defeating resistance,154
bolsonaro wear mask,154
defeating resistance mask,154
sick covid 19,154
health care workers,154
family coronavirus two,153
mandatory mask policy,153
reveals family coronavirus,153
wear mask tests,153
tom rice reveals,153
rice reveals family,152
coronavirus cases rise,152
waves study reuters,151
going wear mask,151
contracted covid 19,151
reason wear mask,151
rise covid 19,151
wearing helmet risk,150
forecast 180 000,150
waves study article,150
helmet risk something,150
study article amp,150
protect others covid,148
wearing masks public,148
immunology bern uni,147
spread corona virus,147
inst immunology bern,147
stadler inst immunology,147
virus wear mask,147
beda stadler inst,147
passenger removed wearing,147
cv19 beda stadler,147
case cv19 beda,147
serious case cv19,147
covid 19 get,146
new forecast 180,146
texas gov greg,145
founder reopen movement,144
cold walk around,144
face mask policies,144
trump self defeating,144
inventor n95 masks,144
wave cold walk,144
removed wearing mask,144
2nd wave cold,144
free fight covid,143
face mask wearers,143
coronavirus mask mandate,143
critical preventing spread,143
covid 19 gone,142
airlines passenger removed,142
must wear face,142
mostly free fight,142
pass face mask,142
masks critical preventing,141
still pass face,141
waves study shows,141
wear mask going,140
coronavirus still pass,140
mask save lives,139
japanese startup creates,138
mask coronavirus new,138
wears gold face,137
coronavirus american airlines,137
amp don ts,136
covid 19 go,136
don ts covid,136
amp social distancing,136
to person spread,136
coronavirus new normal,136
keep social distancing,136
wearing mask going,136
covid 19 stay,135
wave covid 19,135
face mask covid,135
creates connected face,135
stay home stay,134
requiring people wear,133
startup creates connected,133
president donald trump,132
mask wearers even,132
face masks critical,131
mask protects mask,131
movement wear mask,130
california coronavirus mask,130
reopen movement wear,130
na wear mask,130
hospitalized covid 19,130
face mask thanks,129
distancing face mask,129
covid 19 may,127
wearers even re,127
covid 19 via,127
dr malcolm butler,127
stay home much,127
wearing helmet instead,126
