gram,counts
distancing mask wearing,6927
mask wearing work,6585
coronavirus restrictions achieve,6280
restrictions achieve nothing,5426
strict spain masks,5229
covid 19 cases,5169
please wear mask,4964
wearing work boris,4350
despite spanish cases,4178
outdoors despite spanish,4094
mandatory distancing mask,3995
inside outdoors despite,3692
masks social distancing,3434
mask wash hands,3264
must worn inside,3212
worn inside outdoors,3209
masks must worn,3168
wear damn mask,3160
spain masks must,3122
throughout october mandatory,3117
social distancing mask,3063
wear mask wash,3007
spread covid 19,2904
mask social distance,2902
cases rose sharply,2848
spanish cases rose,2756
people wear masks,2754
rose sharply throughout,2634
wear mask stay,2579
mandatory social distancing,2579
statewide mask mandate,2488
october mandatory distancing,2486
wear mask social,2467
spanish cases skyrocketed,2266
extremely strict spain,2257
boris coronavirus restrictions,2237
spain masks mandatory,2217
work boris coronavirus,2161
covid 19 pandemic,1950
stay home wear,1932
sharply throughout october,1906
people wearing masks,1900
october mandatory social,1892
mask stay home,1796
spain extremely strict,1794
lockdown spain extremely,1794
indoors outdoors despite,1736
uk coronavirus restrictions,1734
work uk coronavirus,1734
wearing work uk,1734
arbitrary coronavirus restrictions,1699
home wear mask,1683
covid 19 vaccine,1629
distance wash hands,1602
particularly strict spain,1595
boris arbitrary coronavirus,1555
work boris arbitrary,1555
lockdown strict spain,1485
wear fucking mask,1440
practice social distancing,1383
wear mask keep,1343
wear face masks,1302
positive covid 19,1300
people wear mask,1290
lockdown particularly strict,1283
spanish lockdown particularly,1283
mask social distancing,1266
cases skyrocketed throughout,1244
masks mandatory inside,1233
mandatory inside outdoors,1226
skyrocketed throughout october,1211
wearing face mask,1130
masks covid 19,1119
wear face mask,1109
outdoors despite cases,1104
despite cases spain,1104
throughout august mandatory,1089
new covid 19,1086
masks mandatory indoors,1078
covid 19 mask,1066
covid 19 infection,1047
masks social distance,1037
face coverings must,1029
coverings must worn,1029
wearing masks social,1002
mandatory indoors outdoors,990
strict spain face,986
spain face coverings,986
americans wear masks,973
wearing face masks,968
mask covid 19,922
lockdown spain strict,912
worn indoors outdoors,907
must worn indoors,904
